id,name.local,name.en,name.slug,code.id,children_count.subdistrict,geo.lat,geo.lon
SY0902,البوكمال,Abu Kamal,abu-kamal-sy0902,SY0902,4,34.588,40.694
SY0903,الميادين,Al Mayadin,al-mayadin-sy0903,SY0903,3,34.937,40.444
SY0901,مركز دير الزور,Deir-ez-Zor,deir-ez-zor-sy0901,SY0901,7,35.566,40.203
